b,sigma_lat_m,delta_m,effective_delta_m,claim_kind,k,repetitions,false_certificate_applicable,false_lane_certificates,false_certificate_rate,wilson95_low,wilson95_high,conflicting_cooccupancy_runs,conflicting_cooccupancy_rate,conflicting_cooccupancy_wilson95_low,conflicting_cooccupancy_wilson95_high,gate_induced_conflicting_cooccupancy_runs,background_conflicting_cooccupancy_runs,background_conflicting_cooccupancy_rate,prediction_support_coverage,mean_binomial_prediction,mean_binomial_prediction_available_runs,honest_lane_accepts_total,honest_lane_evaluations_total,pooled_q0_empirical,pooled_q1_empirical,mean_honest_lane_accepts,mean_h_lane,mean_b_sig,mean_b_sig_cert,mean_b_sig_attempt,b_sig_attempt_coverage,throughput_veh_per_s,throughput_veh_per_min,wait_mean_s,wait_p95_s,quiet_percent,singleton_quiet_percent,singleton_signed_unknown_percent,singleton_left_turn_forced_percent,mean_throughput_veh_per_s,mean_throughput_veh_per_min,mean_wait_s,p95_wait_s,wait_sample_count,mean_quiet_percent,mean_signed_unknown_singleton_percent,mean_left_table_forced_singleton_percent,mean_quiet_count,mean_signed_unknown_singleton_count,mean_left_table_forced_singleton_count,mean_batch_size
4,0.7,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9794429860780076,0.9794429860780076,160,224,0.7142857142857143,,8.0,11.2,2.8,2.8,2.8,1.0,0.45843425079812045,27.506055047887227,35.1209375,43.405,0.0,0.0,0.0,43.75,0.45843425079812045,27.506055047887227,35.1209375,43.405,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2737920412920412
4,1.0,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.993456360941197,0.993456360941197,159,179,0.888268156424581,,7.95,8.95,2.25,2.25,2.25,1.0,0.4558455011644266,27.350730069865598,35.2978125,43.505,0.0,0.0,0.0,43.75,0.4558455011644266,27.350730069865598,35.2978125,43.505,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2827331002331002
4,1.5,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9933723283499557,0.9933723283499557,161,166,0.9698795180722891,,8.05,8.3,2.15,2.15,2.15,1.0,0.48655784860952983,29.19347091657179,33.125625,42.199999999999996,0.0,0.0,0.0,43.75,0.48655784860952983,29.19347091657179,33.125625,42.199999999999996,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2705877455877457
4,2.0,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9999355516320605,0.9999355516320605,140,140,1.0,,7.0,7.0,2.05,2.05,2.05,1.0,0.4824210048012619,28.945260288075712,33.423125,42.699999999999996,0.0,0.0,0.0,43.75,0.4824210048012619,28.945260288075712,33.423125,42.699999999999996,320,0.0,0.0,43.75,0.0,0.0,7.0,1.284102564102564
5,0.1,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938,0,0,0.0,1.0,0.0,0.0,0,220,0.0,,0.0,11.0,0.0,0.0,5.0,1.0,0.6182609385700261,37.09565631420156,25.8828125,34.7,6.25,6.25,0.0,43.75,0.6182609385700261,37.09565631420156,25.8828125,34.7,320,6.25,0.0,43.75,1.0,0.0,7.0,1.171971916971917
5,0.3,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938,0,0,0.0,1.0,0.02504615739285477,0.02504615739285477,0,220,0.0,,0.0,11.0,0.0,0.0,5.0,1.0,0.6167008213841036,37.00204928304622,25.9478125,34.7,6.25,6.25,0.0,43.75,0.6167008213841036,37.00204928304622,25.9478125,34.7,320,6.25,0.0,43.75,1.0,0.0,7.0,1.1631410256410255
5,0.5,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,19,0.95,0.763868806553258,0.9911185511992047,19,0.95,0.763868806553258,0.9911185511992047,19,0,0.0,1.0,0.8620003037663846,0.8620003037663846,64,206,0.3106796116504854,,3.2,10.3,4.05,4.05,4.3,1.0,0.48280614867196536,28.96836892031792,33.4875,43.0,0.3125,0.3125,0.0,43.75,0.48280614867196536,28.96836892031792,33.4875,43.0,320,0.3125,0.0,43.75,0.05,0.0,7.0,1.2530344655344654
5,0.7,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9711715716096281,0.9711715716096281,127,188,0.675531914893617,,6.35,9.4,3.65,3.65,3.65,1.0,0.4552576615222126,27.315459691332755,35.3496875,43.5,0.0,0.0,0.0,43.75,0.4552576615222126,27.315459691332755,35.3496875,43.5,320,0.0,0.0,43.75,0.0,0.0,7.0,1.251602564102564
5,1.0,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9964858535266593,0.9964858535266593,148,171,0.8654970760233918,,7.4,8.55,3.4,3.4,3.4,1.0,0.4788467276126653,28.730803656759917,33.6721875,42.699999999999996,0.0,0.0,0.0,43.75,0.4788467276126653,28.730803656759917,33.6721875,42.699999999999996,320,0.0,0.0,43.75,0.0,0.0,7.0,1.3043822843822843
5,1.5,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9998573806486796,0.9998573806486796,145,150,0.9666666666666667,,7.25,7.5,3.05,3.05,3.05,1.0,0.46874426638556566,28.124655983133938,34.38125,43.405,0.0,0.0,0.0,43.75,0.46874426638556566,28.124655983133938,34.38125,43.405,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2767540792540792
5,2.0,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9999743578161011,0.9999743578161011,136,138,0.9855072463768116,,6.8,6.9,3.15,3.15,3.15,1.0,0.4679163057974041,28.074978347844247,34.4390625,43.5,0.0,0.0,0.0,43.75,0.4679163057974041,28.074978347844247,34.4390625,43.5,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2856809856809857
6,0.1,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,1.0,1.0,0,200,0.0,,0.0,10.0,6.0,6.0,6.0,1.0,0.47025490185932245,28.215294111559345,34.285,43.4,0.0,0.0,0.0,43.75,0.47025490185932245,28.215294111559345,34.285,43.4,320,0.0,0.0,43.75,0.0,0.0,7.0,1.271070596070596
6,0.3,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,1.0,1.0,0,200,0.0,,0.0,10.0,6.0,6.0,6.0,1.0,0.46873204918052186,28.12392295083131,34.379375,43.4,0.0,0.0,0.0,43.75,0.46873204918052186,28.12392295083131,34.379375,43.4,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2860839160839161
6,0.5,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.8795600805112753,0.8795600805112753,62,199,0.31155778894472363,,3.1,9.95,4.3,4.3,4.3,1.0,0.450547769485466,27.03286616912796,35.6721875,45.2,0.0,0.0,0.0,43.75,0.450547769485466,27.03286616912796,35.6721875,45.2,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2729062604062604
6,0.7,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9690001880871055,0.9690001880871055,114,173,0.6589595375722543,,5.7,8.65,3.7,3.7,3.7,1.0,0.4650502563238247,27.903015379429483,34.644687499999996,43.5,0.0,0.0,0.0,43.75,0.4650502563238247,27.903015379429483,34.644687499999996,43.5,320,0.0,0.0,43.75,0.0,0.0,7.0,1.275402097902098
6,1.0,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9952635880045312,0.9952635880045312,130,143,0.9090909090909091,,6.5,7.15,3.3,3.3,3.3,1.0,0.46518946367901415,27.91136782074085,34.6428125,43.5,0.0,0.0,0.0,43.75,0.46518946367901415,27.91136782074085,34.6428125,43.5,320,0.0,0.0,43.75,0.0,0.0,7.0,1.268444055944056
6,1.5,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9998363157059357,0.9998363157059357,133,135,0.9851851851851852,,6.65,6.75,3.05,3.05,3.05,1.0,0.46493780656492256,27.896268393895355,34.6678125,43.5,0.0,0.0,0.0,43.75,0.46493780656492256,27.896268393895355,34.6678125,43.5,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2544230769230769
6,2.0,1.75,1.75,FALSE_PHYSICAL_LANE,3.0,20,True,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0,20,0,0.0,1.0,0.9974962830175901,0.9974962830175901,124,125,0.992,,6.2,6.25,3.1,3.1,3.1,1.0,0.4652620584773611,27.915723508641666,34.6321875,43.405,0.0,0.0,0.0,43.75,0.4652620584773611,27.915723508641666,34.6321875,43.405,320,0.0,0.0,43.75,0.0,0.0,7.0,1.2725757575757575
