n,f,repetitions,passing_runs,mean_throughput_veh_per_min,throughput_stdev_veh_per_min,mean_wait_s,p95_wait_s,mean_batch_size,mean_quiet_count,mean_signed_unknown_count,unsafe_cooccupancy_runs,unsafe_cooccupancy_rate,unsafe_cooccupancy_wilson95_low,unsafe_cooccupancy_wilson95_high,sumo_collision_runs,sumo_collision_rate,sumo_collision_wilson95_low,sumo_collision_wilson95_high
4,1,20,20,14.226443603304926,0.2507246951561914,16.875,19.299999999999997,1.0,0,0.7,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
8,2,20,20,24.179197598433174,0.7334918720060354,19.869375,23.70999999999999,1.0797619047619047,0,1.65,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
16,5,20,20,29.023846809401814,0.38907064319784185,33.081875,42.3,1.0534432234432234,0,8.65,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
20,6,20,20,33.564982259565525,1.7407903513867142,35.85375,46.719999999999985,1.0432370141038871,0,11.3,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
